,action,Count,avg_time,avg_distance,count/min,avg_speed,avg_hr
0,Nothing,452,5.899911504424768,14.891227433628323,8.114998384181737,2.948669255574264,179.55305628968594
1,CheckCD,36,0.7255555555555327,2.0876111111111046,0.6463273049348286,2.8456441549243743,179.72556626291086
2,CheckWatch,27,0.897777777777806,1.4711407407407355,0.4847454787011215,2.4892325517368445,172.17242068626126
3,MapRead,417,1.498417266187062,4.477687290167862,7.486624615495098,2.9640889232190744,179.73737481190514
