,action,Count,avg_time,avg_distance,count/min,avg_speed,avg_hr
0,CheckWatch,28,0.9271428571428605,3.0537999999999528,0.6446760502847318,3.4134284953265337,192.71077898582675
1,CheckCD,53,0.7086792452830267,2.090347169811279,1.2202796666103854,3.0552580965760265,190.31420436570295
2,Nothing,441,4.393469387755104,14.007825850340144,10.153647791984527,3.156667817289443,192.71407029132644
3,MapRead,403,1.501042183622825,4.7973250620347425,9.278730295169535,3.164733511512331,192.95991339781594
