,action,Count,avg_time,avg_distance,count/min,avg_speed,avg_hr
0,Nothing,461,4.342299349240777,13.487111496746206,10.348078534658207,3.115347074975681,178.67054124350292
1,CheckWatch,44,0.7799999999999979,2.6348909090909016,0.9876691009218245,3.149608639151722,177.51067133213448
2,CheckCD,54,0.7837037037036877,2.5804666666666645,1.2121393511313299,3.1600450721886353,178.6752833836645
3,MapRead,407,1.460737100737107,4.537020147420147,9.135939183526876,3.119136433718399,178.89929445824876
