,action,Count,avg_time,avg_distance,count/min,avg_speed,avg_hr
0,CheckCD,51,0.783529411764685,1.6787450980392227,0.9571593013362695,2.193199148191171,184.10199185864562
1,CheckWatch,53,0.6875471698113396,1.6866943396226524,0.9946949602122016,2.313237707425346,183.94661429384215
2,MapRead,494,1.498785425101218,3.4907538461538397,9.271307742355239,2.316888906031929,183.567969244234
3,Nothing,545,4.367266055045868,10.410904954128446,10.228467043691507,2.322197496884721,183.73277123914173
