,action,Count,avg_time,avg_distance,count/min,avg_speed,avg_hr
0,CheckWatch,45,0.8222222222222564,1.5140711111111014,0.8267094514323506,2.259729786329587,170.56098798063533
1,MapRead,514,1.42186770428015,3.634740077821033,9.442859067471739,2.5643103442549373,169.95128388836827
2,CheckCD,64,0.6181250000000245,1.486356250000038,1.175764553148232,2.360512754619894,168.45707336248063
3,Nothing,558,4.406021505376344,11.53617419354836,10.251197197761147,2.5610374593415743,170.09511644333062
