,type,start_idx,finish_idx,start_time,finish_time,length_time,length_distance,avg_speed,avg_hr
0,Nothing,0,197,0.0,8.88,8.88,3.7388,0.0,105.04060913705584
1,MapRead,197,203,8.88,9.12,0.23999999999999844,0.061200000000000365,0.0,103.0
2,Nothing,203,263,9.12,11.52,2.4000000000000004,2.3519999999999994,0.0,103.0
3,MapRead,263,289,11.52,12.56,1.040000000000001,0.7680000000000007,0.0,103.27999999999999
4,Nothing,289,324,12.56,13.96,1.4000000000000004,2.486399999999999,0.0,104.84914285714287
5,MapRead,324,463,13.96,19.52,5.559999999999999,16.8428,1.704096115107914,105.42705035971223
6,Nothing,463,786,19.52,32.44,12.919999999999998,22.907600000000002,2.7094762848297216,116.10291021671826
7,MapRead,786,858,32.44,35.32,2.8800000000000026,5.330399999999997,2.296108333333334,129.78333333333336
8,Nothing,858,1349,35.32,54.96,19.64,33.0496,1.6719233401221998,141.6354378818737
9,MapRead,1349,1473,54.96,59.92,4.960000000000001,11.097600000000014,1.8124609677419354,147.03129032258065
10,Nothing,1473,1553,59.92,63.12,3.1999999999999957,7.84559999999999,2.132367,148.81400000000002
11,MapRead,1553,1653,63.12,67.12,4.000000000000007,5.9095999999999975,2.2971432,149.0
12,Nothing,1653,1877,67.12,76.08,8.959999999999994,12.827600000000004,1.905795,149.0
13,MapRead,1877,1983,76.08,80.32,4.239999999999995,7.058000000000007,1.626874716981132,148.33962264150944
14,Nothing,1983,2530,80.32,102.2,21.88000000000001,35.53879999999998,1.8729488117001827,152.02559414990858
15,MapRead,2530,2551,102.2,103.04,0.8400000000000034,1.6684000000000196,1.689,154.0
16,Nothing,2551,2618,103.04,105.72,2.6799999999999926,2.813999999999993,1.7119850746268659,154.0
17,MapRead,2618,2653,105.72,107.12,1.4000000000000057,0.7340000000000089,1.7088571428571429,154.0
18,Nothing,2653,2682,107.12,108.28,1.1599999999999966,3.33959999999999,1.6982896551724136,154.0
19,MapRead,2682,2743,108.28,110.72,2.4399999999999977,3.506399999999985,1.7324996721311474,154.0
20,Nothing,2743,3289,110.72,132.56,21.840000000000003,38.6036,2.133942564102564,153.82901098901098
21,MapRead,3289,3378,132.56,136.12,3.5600000000000023,4.841200000000015,1.253364943820225,157.97033707865168
22,Nothing,3378,3703,136.12,149.12,13.0,21.800399999999996,1.9346838153846153,158.3846153846154
23,MapRead,3703,3806,149.12,153.24,4.1200000000000045,16.40840000000003,2.833615145631068,158.0
24,Nothing,3806,3837,153.24,154.48,1.2399999999999807,2.447999999999979,2.869270967741935,158.0
25,MapRead,3837,3989,154.48,160.56,6.0800000000000125,13.408000000000015,2.5945626315789476,158.6405263157895
26,Nothing,3989,4019,160.56,161.76,1.1999999999999886,5.96999999999997,2.3853,158.088
27,MapRead,4019,4069,161.76,163.76,2.0,4.031999999999982,2.595252,158.0
28,Nothing,4069,4206,163.76,169.24,5.480000000000018,15.342800000000011,2.8274808759124084,158.13138686131387
29,MapRead,4206,4228,169.24,170.12,0.8799999999999955,2.6351999999999975,2.938950909090909,159.0
30,Nothing,4228,4309,170.12,173.36,3.240000000000009,10.22240000000005,2.8829229629629625,158.74074074074073
31,MapRead,4309,4361,173.36,175.44,2.079999999999984,2.338799999999992,2.8069792307692314,157.55769230769232
32,Nothing,4361,4696,175.44,188.84,13.400000000000006,27.09039999999999,2.610450746268657,157.81910447761194
33,MapRead,4696,4905,188.84,197.2,8.359999999999985,12.982399999999984,2.0813138755980862,160.5980861244019
34,Nothing,4905,4935,197.2,198.4,1.200000000000017,2.26400000000001,1.9897,160.72
35,MapRead,4935,4963,198.4,199.52,1.1200000000000045,1.0559999999999832,2.00546,161.0
36,Nothing,4963,5111,199.52,205.44,5.9199999999999875,10.432000000000016,2.0793035135135134,161.49324324324326
37,MapRead,5111,5284,205.44,212.36,6.920000000000016,14.128800000000012,2.128115606936416,162.98843930635837
38,Nothing,5284,5498,212.36,220.92,8.559999999999974,10.899200000000008,2.163716635514019,163.2803738317757
39,MapRead,5498,5650,220.92,227.0,6.0800000000000125,3.089999999999975,1.660945,163.26315789473685
40,Nothing,5650,5817,227.0,233.68,6.680000000000007,15.10039999999998,1.9230541317365268,163.73988023952097
41,MapRead,5817,5856,233.68,235.24,1.5600000000000023,3.6100000000000136,2.3141323076923075,162.5753846153846
42,Nothing,5856,5980,235.24,240.2,4.9599999999999795,12.269600000000025,2.168,161.25806451612902
43,MapRead,5980,6078,240.2,244.12,3.920000000000016,0.2799999999999727,1.5413653061224486,161.40816326530611
44,Nothing,6078,6171,244.12,247.84,3.719999999999999,6.5271999999999935,1.093705376344086,162.3548387096774
45,MapRead,6171,6254,247.84,251.16,3.319999999999993,7.851600000000019,2.2961614457831327,162.0120481927711
46,Nothing,6254,6309,251.16,253.36,2.200000000000017,5.370399999999961,2.3027090909090915,160.67054545454542
47,MapRead,6309,6382,253.36,256.28,2.919999999999959,5.578800000000058,2.3777073972602736,161.59068493150687
48,Nothing,6382,6463,256.28,259.52,3.240000000000009,4.367999999999995,1.678300740740741,160.65283950617285
49,MapRead,6463,6570,259.52,263.8,4.28000000000003,8.995999999999981,1.7989420560747664,157.96373831775702
50,Nothing,6570,6818,263.8,273.72,9.920000000000016,27.23879999999997,2.498520967741935,155.82612903225808
51,MapRead,6818,6830,273.72,274.2,0.47999999999996135,2.099199999999996,2.5292999999999997,154.09333333333333
52,Nothing,6830,6869,274.2,275.76,1.5600000000000023,7.07000000000005,2.5360615384615377,153.82461538461536
53,MapRead,6869,6903,275.76,277.12,1.3600000000000136,1.261199999999974,2.542037647058823,153.02117647058824
54,Nothing,6903,7111,277.12,285.44,8.319999999999993,35.89879999999994,4.02514673076923,153.21115384615385
55,MapRead,7111,7143,285.44,286.72,1.2800000000000296,6.528000000000134,3.8518287499999997,154.13125
56,Nothing,7143,7211,286.72,289.44,2.7199999999999704,7.575199999999882,3.3709864705882344,154.0
57,MapRead,7211,7331,289.44,294.24,4.800000000000011,17.862800000000107,3.008621666666666,153.27333333333337
58,Nothing,7331,7410,294.24,297.4,3.159999999999968,7.946000000000026,2.8901898734177225,150.16962025316454
59,MapRead,7410,7448,297.4,298.92,1.5200000000000387,3.227999999999952,3.0163968421052627,148.85999999999999
60,Nothing,7448,7457,298.92,299.28,0.3599999999999568,1.817199999999957,3.0211066666666664,147.92
61,MapRead,7457,7600,299.28,305.0,5.720000000000027,31.25279999999998,3.1266640559440564,147.04783216783215
62,Nothing,7600,7742,305.0,310.68,5.680000000000007,25.60800000000006,3.7300983098591556,146.05323943661972
63,MapRead,7742,7852,310.68,315.08,4.399999999999977,14.250400000000013,3.5364458181818184,145.14036363636362
64,Nothing,7852,7956,315.08,319.24,4.160000000000025,17.73879999999997,3.342576923076923,146.58653846153845
65,MapRead,7956,8033,319.24,322.32,3.079999999999984,7.630800000000022,3.357025974025974,148.0
66,Nothing,8033,8383,322.32,336.32,14.0,35.98199999999997,3.0528428571428567,150.4032
67,MapRead,8383,8536,336.32,342.44,6.1200000000000045,7.80639999999994,2.6268156862745093,156.77830065359478
68,Nothing,8536,8810,342.44,353.4,10.95999999999998,23.853600000000142,2.2658072992700733,158.86423357664233
69,MapRead,8810,8883,353.4,356.32,2.920000000000016,8.060799999999972,2.8471917808219183,161.01534246575343
70,Nothing,8883,9054,356.32,363.16,6.840000000000032,26.06919999999991,3.345063859649123,161.4846783625731
71,MapRead,9054,9075,363.16,364.0,0.839999999999975,0.0,2.99048,160.0
72,Nothing,9075,9255,364.0,371.2,7.199999999999989,19.452000000000112,3.101773333333333,160.1811111111111
73,MapRead,9255,9460,371.2,379.4,8.199999999999989,22.547999999999888,2.691077073170732,158.14829268292684
74,Nothing,9460,9704,379.4,389.16,9.760000000000048,37.950000000000045,3.0739647540983603,158.69360655737708
75,MapRead,9704,9829,389.16,394.16,5.0,14.855599999999981,3.1605340800000006,159.47008000000002
76,Nothing,9829,10097,394.16,404.88,10.71999999999997,33.58439999999996,2.91427776119403,158.0
77,MapRead,10097,10125,404.88,406.0,1.1200000000000045,2.060000000000059,2.9110857142857145,158.0
78,Nothing,10125,10316,406.0,413.64,7.639999999999986,17.99000000000001,2.7559465968586387,157.60732984293193
79,MapRead,10316,10368,413.64,415.72,2.080000000000041,4.411600000000021,2.6514338461538456,158.57692307692307
80,Nothing,10368,10408,415.72,417.32,1.599999999999966,3.7631999999999834,2.57078,159.5
81,MapRead,10408,10545,417.32,422.8,5.480000000000018,8.809200000000033,2.3867448175182484,160.0
82,Nothing,10545,11096,422.8,444.84,22.039999999999964,32.43559999999991,1.973737931034483,160.0907441016334
83,MapRead,11096,11200,444.84,449.0,4.160000000000025,7.060400000000072,1.7623442307692305,160.125
84,Nothing,11200,11268,449.0,451.72,2.7200000000000273,7.127599999999916,2.201308823529412,158.64882352941174
85,MapRead,11268,11401,451.72,457.04,5.319999999999993,4.4524000000000115,2.1704962406015036,159.74345864661655
86,Nothing,11401,11717,457.04,469.68,12.639999999999986,13.746000000000095,1.8335601265822783,158.4760759493671
87,MapRead,11717,11822,469.68,473.88,4.199999999999989,3.4371999999999616,1.4960518095238096,161.54819047619046
88,Nothing,11822,12530,473.88,502.2,28.319999999999993,31.18480000000011,1.3473101129943503,163.99011299435028
89,MapRead,12530,12628,502.2,506.12,3.920000000000016,4.460799999999836,1.246969387755102,164.66326530612244
90,Nothing,12628,12773,506.12,511.92,5.800000000000011,13.66319999999996,1.296720275862069,165.75862068965517
91,MapRead,12773,12809,511.92,513.36,1.4399999999999977,1.0376000000001113,1.3918833333333334,166.0
92,Nothing,12809,12848,513.36,514.92,1.5599999999999454,4.040399999999863,1.6145897435897434,165.7405128205128
93,MapRead,12848,12969,514.92,519.76,4.840000000000032,11.100800000000163,1.805118347107438,164.3880991735537
94,Nothing,12969,13482,519.76,540.28,20.519999999999982,56.02639999999997,2.54665567251462,166.34955165692008
95,MapRead,13482,13622,540.28,545.88,5.600000000000023,9.360400000000027,2.301132857142857,165.5362857142857
